Biosample Index	Biosample	Biosample summary	Assay	Accession_x	Download URL
J004	K562	K562	ChIP-seq_GTF2B_signal_p-value	ENCFF288YXL	/files/ENCFF288YXL/@@download/ENCFF288YXL.bigWig
J004	K562	K562	ChIP-seq_ZMIZ1_signal_p-value	ENCFF136ZHB	/files/ENCFF136ZHB/@@download/ENCFF136ZHB.bigWig
J004	K562	K562	ChIP-seq_MYNN_signal_p-value	ENCFF444QFG	/files/ENCFF444QFG/@@download/ENCFF444QFG.bigWig
J004	K562	K562	ChIP-seq_SREBF1_signal_p-value	ENCFF214AFM	/files/ENCFF214AFM/@@download/ENCFF214AFM.bigWig
J004	K562	K562	ChIP-seq_ZNF282_signal_p-value	ENCFF685VJY	/files/ENCFF685VJY/@@download/ENCFF685VJY.bigWig
J004	K562	K562	ChIP-seq_E2F1_signal_p-value	ENCFF256PVN	/files/ENCFF256PVN/@@download/ENCFF256PVN.bigWig
J004	K562	K562	ChIP-seq_LEF1_signal_p-value	ENCFF725BUU	/files/ENCFF725BUU/@@download/ENCFF725BUU.bigWig
J004	K562	K562	ChIP-seq_SIX5_signal_p-value	ENCFF080COA	/files/ENCFF080COA/@@download/ENCFF080COA.bigWig
J004	K562	K562	ChIP-seq_NCOA1_signal_p-value	ENCFF417KRO	/files/ENCFF417KRO/@@download/ENCFF417KRO.bigWig
J004	K562	K562	ChIP-seq_ZNF384_signal_p-value	ENCFF201EBM	/files/ENCFF201EBM/@@download/ENCFF201EBM.bigWig
J004	K562	K562	ChIP-seq_CREB3L1_signal_p-value	ENCFF425YFW	/files/ENCFF425YFW/@@download/ENCFF425YFW.bigWig
J004	K562	K562	ChIP-seq_NCOA2_signal_p-value	ENCFF945OIV	/files/ENCFF945OIV/@@download/ENCFF945OIV.bigWig
J004	K562	K562	ChIP-seq_SMARCE1_signal_p-value	ENCFF700OGW	/files/ENCFF700OGW/@@download/ENCFF700OGW.bigWig
J004	K562	K562	ChIP-seq_RBM39_signal_p-value	ENCFF806RMK	/files/ENCFF806RMK/@@download/ENCFF806RMK.bigWig
J004	K562	K562	ChIP-seq_ZNF274_signal_p-value	ENCFF597FQY	/files/ENCFF597FQY/@@download/ENCFF597FQY.bigWig
J004	K562	K562	ChIP-seq_THAP1_signal_p-value	ENCFF971ZIJ	/files/ENCFF971ZIJ/@@download/ENCFF971ZIJ.bigWig
J004	K562	K562	ChIP-seq_RBM34_signal_p-value	ENCFF733CAH	/files/ENCFF733CAH/@@download/ENCFF733CAH.bigWig
J004	K562	K562	ChIP-seq_MBD2_signal_p-value	ENCFF510BMM	/files/ENCFF510BMM/@@download/ENCFF510BMM.bigWig
J004	K562	K562	ChIP-seq_PHF21A_signal_p-value	ENCFF200ADG	/files/ENCFF200ADG/@@download/ENCFF200ADG.bigWig
J004	K562	K562	ChIP-seq_HNRNPL_signal_p-value	ENCFF137KQF	/files/ENCFF137KQF/@@download/ENCFF137KQF.bigWig
J004	K562	K562	ChIP-seq_ZBED1_signal_p-value	ENCFF465PNK	/files/ENCFF465PNK/@@download/ENCFF465PNK.bigWig
J004	K562	K562	ChIP-seq_NR2F6_signal_p-value	ENCFF342EIJ	/files/ENCFF342EIJ/@@download/ENCFF342EIJ.bigWig
J004	K562	K562	ChIP-seq_SNIP1_signal_p-value	ENCFF660YRA	/files/ENCFF660YRA/@@download/ENCFF660YRA.bigWig
J004	K562	K562	ChIP-seq_UBTF_signal_p-value	ENCFF653CAX	/files/ENCFF653CAX/@@download/ENCFF653CAX.bigWig
J004	K562	K562	ChIP-seq_NR0B1_signal_p-value	ENCFF234NNZ	/files/ENCFF234NNZ/@@download/ENCFF234NNZ.bigWig
J004	K562	K562	ChIP-seq_HNRNPUL1_signal_p-value	ENCFF227KQP	/files/ENCFF227KQP/@@download/ENCFF227KQP.bigWig
J004	K562	K562	ChIP-seq_SIN3B_signal_p-value	ENCFF494TLB	/files/ENCFF494TLB/@@download/ENCFF494TLB.bigWig
J004	K562	K562	ChIP-seq_CBFA2T2_signal_p-value	ENCFF155CSO	/files/ENCFF155CSO/@@download/ENCFF155CSO.bigWig
J004	K562	K562	ChIP-seq_NBN_signal_p-value	ENCFF043TNW	/files/ENCFF043TNW/@@download/ENCFF043TNW.bigWig
J004	K562	K562	ChIP-seq_EHMT2_signal_p-value	ENCFF863OTX	/files/ENCFF863OTX/@@download/ENCFF863OTX.bigWig
J004	K562	K562	ChIP-seq_E2F8_signal_p-value	ENCFF009GXA	/files/ENCFF009GXA/@@download/ENCFF009GXA.bigWig
J004	K562	K562	ChIP-seq_ASH1L_signal_p-value	ENCFF678MAQ	/files/ENCFF678MAQ/@@download/ENCFF678MAQ.bigWig
J004	K562	K562	ChIP-seq_NCOA4_signal_p-value	ENCFF740NGO	/files/ENCFF740NGO/@@download/ENCFF740NGO.bigWig
J004	K562	K562	ChIP-seq_NFYA_signal_p-value	ENCFF180VKB	/files/ENCFF180VKB/@@download/ENCFF180VKB.bigWig
J004	K562	K562	ChIP-seq_LARP7_signal_p-value	ENCFF029GLW	/files/ENCFF029GLW/@@download/ENCFF029GLW.bigWig
J004	K562	K562	ChIP-seq_SRSF9_signal_p-value	ENCFF330HXG	/files/ENCFF330HXG/@@download/ENCFF330HXG.bigWig
J004	K562	K562	ChIP-seq_MAFF_signal_p-value	ENCFF527POU	/files/ENCFF527POU/@@download/ENCFF527POU.bigWig
J004	K562	K562	ChIP-seq_MYBL2_signal_p-value	ENCFF328ERD	/files/ENCFF328ERD/@@download/ENCFF328ERD.bigWig
J004	K562	K562	ChIP-seq_NFYB_signal_p-value	ENCFF234JFJ	/files/ENCFF234JFJ/@@download/ENCFF234JFJ.bigWig
J004	K562	K562	ChIP-seq_SMARCB1_signal_p-value	ENCFF398GPT	/files/ENCFF398GPT/@@download/ENCFF398GPT.bigWig
J004	K562	K562	ChIP-seq_TOE1_signal_p-value	ENCFF133FIS	/files/ENCFF133FIS/@@download/ENCFF133FIS.bigWig
J004	K562	K562	ChIP-seq_BMI1_signal_p-value	ENCFF564LPQ	/files/ENCFF564LPQ/@@download/ENCFF564LPQ.bigWig
J004	K562	K562	ChIP-seq_DDX20_signal_p-value	ENCFF622YMY	/files/ENCFF622YMY/@@download/ENCFF622YMY.bigWig
J004	K562	K562	ChIP-seq_BRCA1_signal_p-value	ENCFF870WRB	/files/ENCFF870WRB/@@download/ENCFF870WRB.bigWig
J004	K562	K562	ChIP-seq_MLLT1_signal_p-value	ENCFF994IMQ	/files/ENCFF994IMQ/@@download/ENCFF994IMQ.bigWig
J004	K562	K562	ChIP-seq_NFIC_signal_p-value	ENCFF751NIG	/files/ENCFF751NIG/@@download/ENCFF751NIG.bigWig
J004	K562	K562	ChIP-seq_NFXL1_signal_p-value	ENCFF443INP	/files/ENCFF443INP/@@download/ENCFF443INP.bigWig
J004	K562	K562	ChIP-seq_ZNF184_signal_p-value	ENCFF350LAJ	/files/ENCFF350LAJ/@@download/ENCFF350LAJ.bigWig
J004	K562	K562	ChIP-seq_MEF2A_signal_p-value	ENCFF103BUT	/files/ENCFF103BUT/@@download/ENCFF103BUT.bigWig
J004	K562	K562	ChIP-seq_MTA3_signal_p-value	ENCFF730EIE	/files/ENCFF730EIE/@@download/ENCFF730EIE.bigWig
J004	K562	K562	ChIP-seq_TRIM25_signal_p-value	ENCFF039GGQ	/files/ENCFF039GGQ/@@download/ENCFF039GGQ.bigWig
J004	K562	K562	ChIP-seq_ZC3H8_signal_p-value	ENCFF510ZHE	/files/ENCFF510ZHE/@@download/ENCFF510ZHE.bigWig
J004	K562	K562	ChIP-seq_MNT_signal_p-value	ENCFF501PKI	/files/ENCFF501PKI/@@download/ENCFF501PKI.bigWig
J004	K562	K562	ChIP-seq_SMAD2_signal_p-value	ENCFF538NZJ	/files/ENCFF538NZJ/@@download/ENCFF538NZJ.bigWig
J004	K562	K562	ChIP-seq_RBM15_signal_p-value	ENCFF578JTO	/files/ENCFF578JTO/@@download/ENCFF578JTO.bigWig
J004	K562	K562	ChIP-seq_RAD51_signal_p-value	ENCFF876CEN	/files/ENCFF876CEN/@@download/ENCFF876CEN.bigWig
J004	K562	K562	ChIP-seq_MCM5_signal_p-value	ENCFF670LCO	/files/ENCFF670LCO/@@download/ENCFF670LCO.bigWig
J004	K562	K562	ChIP-seq_MGA_signal_p-value	ENCFF090HZQ	/files/ENCFF090HZQ/@@download/ENCFF090HZQ.bigWig
J004	K562	K562	ChIP-seq_ATF2_signal_p-value	ENCFF421GGZ	/files/ENCFF421GGZ/@@download/ENCFF421GGZ.bigWig
J004	K562	K562	ChIP-seq_BACH1_signal_p-value	ENCFF581UYO	/files/ENCFF581UYO/@@download/ENCFF581UYO.bigWig
J004	K562	K562	ChIP-seq_DPF2_signal_p-value	ENCFF523QZS	/files/ENCFF523QZS/@@download/ENCFF523QZS.bigWig
J004	K562	K562	ChIP-seq_ILF3_signal_p-value	ENCFF316TMQ	/files/ENCFF316TMQ/@@download/ENCFF316TMQ.bigWig
J004	K562	K562	ChIP-seq_MCM3_signal_p-value	ENCFF367WKR	/files/ENCFF367WKR/@@download/ENCFF367WKR.bigWig
J004	K562	K562	ChIP-seq_PYGO2_signal_p-value	ENCFF080SFO	/files/ENCFF080SFO/@@download/ENCFF080SFO.bigWig
J004	K562	K562	ChIP-seq_NCOR1_signal_p-value	ENCFF626JAJ	/files/ENCFF626JAJ/@@download/ENCFF626JAJ.bigWig
J004	K562	K562	ChIP-seq_PTBP1_signal_p-value	ENCFF388FQP	/files/ENCFF388FQP/@@download/ENCFF388FQP.bigWig
J004	K562	K562	ChIP-seq_E2F6_signal_p-value	ENCFF937GEV	/files/ENCFF937GEV/@@download/ENCFF937GEV.bigWig
J004	K562	K562	ChIP-seq_HMBOX1_signal_p-value	ENCFF047ZUW	/files/ENCFF047ZUW/@@download/ENCFF047ZUW.bigWig
J004	K562	K562	ChIP-seq_STAT5A_signal_p-value	ENCFF641YMU	/files/ENCFF641YMU/@@download/ENCFF641YMU.bigWig
J004	K562	K562	ChIP-seq_NCOA6_signal_p-value	ENCFF839VWF	/files/ENCFF839VWF/@@download/ENCFF839VWF.bigWig
J004	K562	K562	ChIP-seq_ZSCAN29_signal_p-value	ENCFF792OCL	/files/ENCFF792OCL/@@download/ENCFF792OCL.bigWig
J004	K562	K562	ChIP-seq_CEBPZ_signal_p-value	ENCFF380XVH	/files/ENCFF380XVH/@@download/ENCFF380XVH.bigWig
J004	K562	K562	ChIP-seq_CDC5L_signal_p-value	ENCFF785SNQ	/files/ENCFF785SNQ/@@download/ENCFF785SNQ.bigWig
J004	K562	K562	ChIP-seq_SNRNP70_signal_p-value	ENCFF105WKL	/files/ENCFF105WKL/@@download/ENCFF105WKL.bigWig
J004	K562	K562	ChIP-seq_KDM4B_signal_p-value	ENCFF469UGS	/files/ENCFF469UGS/@@download/ENCFF469UGS.bigWig
J004	K562	K562	ChIP-seq_H3K9me1_signal_p-value	ENCFF823LIL	/files/ENCFF823LIL/@@download/ENCFF823LIL.bigWig
J004	K562	K562	ChIP-seq_CSDE1_signal_p-value	ENCFF215XJY	/files/ENCFF215XJY/@@download/ENCFF215XJY.bigWig
J004	K562	K562	ChIP-seq_ZZZ3_signal_p-value	ENCFF319MYI	/files/ENCFF319MYI/@@download/ENCFF319MYI.bigWig
J004	K562	K562	ChIP-seq_MCM7_signal_p-value	ENCFF805GQZ	/files/ENCFF805GQZ/@@download/ENCFF805GQZ.bigWig
J004	K562	K562	ChIP-seq_ZBTB8A_signal_p-value	ENCFF568XXO	/files/ENCFF568XXO/@@download/ENCFF568XXO.bigWig
J004	K562	K562	ChIP-seq_POLR2AphosphoS2_signal_p-value	ENCFF826PQU	/files/ENCFF826PQU/@@download/ENCFF826PQU.bigWig
J004	K562	K562	ChIP-seq_CC2D1A_signal_p-value	ENCFF104MUM	/files/ENCFF104MUM/@@download/ENCFF104MUM.bigWig
J004	K562	K562	ChIP-seq_TRIP13_signal_p-value	ENCFF584AZM	/files/ENCFF584AZM/@@download/ENCFF584AZM.bigWig
J004	K562	K562	ChIP-seq_ZNF280A_signal_p-value	ENCFF397EMU	/files/ENCFF397EMU/@@download/ENCFF397EMU.bigWig
J004	K562	K562	ChIP-seq_CUX1_signal_p-value	ENCFF721WXT	/files/ENCFF721WXT/@@download/ENCFF721WXT.bigWig
J004	K562	K562	ChIP-seq_HNRNPK_signal_p-value	ENCFF584FXT	/files/ENCFF584FXT/@@download/ENCFF584FXT.bigWig
J004	K562	K562	ChIP-seq_SAFB2_signal_p-value	ENCFF578HVU	/files/ENCFF578HVU/@@download/ENCFF578HVU.bigWig
J004	K562	K562	ChIP-seq_RFX1_signal_p-value	ENCFF992RWH	/files/ENCFF992RWH/@@download/ENCFF992RWH.bigWig
J004	K562	K562	ChIP-seq_NR2C1_signal_p-value	ENCFF818PQS	/files/ENCFF818PQS/@@download/ENCFF818PQS.bigWig
J004	K562	K562	ChIP-seq_EP400_signal_p-value	ENCFF406KPK	/files/ENCFF406KPK/@@download/ENCFF406KPK.bigWig
J004	K562	K562	ChIP-seq_THRAP3_signal_p-value	ENCFF052AWK	/files/ENCFF052AWK/@@download/ENCFF052AWK.bigWig
J004	K562	K562	ChIP-seq_ZC3H11A_signal_p-value	ENCFF164BEN	/files/ENCFF164BEN/@@download/ENCFF164BEN.bigWig
J004	K562	K562	ChIP-seq_POU5F1_signal_p-value	ENCFF169IYA	/files/ENCFF169IYA/@@download/ENCFF169IYA.bigWig
J004	K562	K562	ChIP-seq_SAP30_signal_p-value	ENCFF900SDF	/files/ENCFF900SDF/@@download/ENCFF900SDF.bigWig
J004	K562	K562	ChIP-seq_RUNX1_signal_p-value	ENCFF198AJC	/files/ENCFF198AJC/@@download/ENCFF198AJC.bigWig
J004	K562	K562	ChIP-seq_CBX5_signal_p-value	ENCFF923RYI	/files/ENCFF923RYI/@@download/ENCFF923RYI.bigWig
J004	K562	K562	ChIP-seq_ARID2_signal_p-value	ENCFF021TXP	/files/ENCFF021TXP/@@download/ENCFF021TXP.bigWig
J004	K562	K562	ChIP-seq_NR3C1_signal_p-value	ENCFF665JUG	/files/ENCFF665JUG/@@download/ENCFF665JUG.bigWig
J004	K562	K562	ChIP-seq_HNRNPLL_signal_p-value	ENCFF694KEE	/files/ENCFF694KEE/@@download/ENCFF694KEE.bigWig
J004	K562	K562	ChIP-seq_TAF7_signal_p-value	ENCFF160QUN	/files/ENCFF160QUN/@@download/ENCFF160QUN.bigWig
J004	K562	K562	ChIP-seq_ARHGAP35_signal_p-value	ENCFF021XKN	/files/ENCFF021XKN/@@download/ENCFF021XKN.bigWig
J004	K562	K562	ChIP-seq_ZNF143_signal_p-value	ENCFF780KVE	/files/ENCFF780KVE/@@download/ENCFF780KVE.bigWig
J004	K562	K562	ChIP-seq_KHSRP_signal_p-value	ENCFF016FUD	/files/ENCFF016FUD/@@download/ENCFF016FUD.bigWig
J004	K562	K562	ChIP-seq_SRSF7_signal_p-value	ENCFF774NSL	/files/ENCFF774NSL/@@download/ENCFF774NSL.bigWig
J004	K562	K562	ChIP-seq_SRSF3_signal_p-value	ENCFF521YEW	/files/ENCFF521YEW/@@download/ENCFF521YEW.bigWig
J004	K562	K562	ChIP-seq_AGO1_signal_p-value	ENCFF968KYK	/files/ENCFF968KYK/@@download/ENCFF968KYK.bigWig
J004	K562	K562	ChIP-seq_TEAD4_signal_p-value	ENCFF853NIP	/files/ENCFF853NIP/@@download/ENCFF853NIP.bigWig
J004	K562	K562	ChIP-seq_E4F1_signal_p-value	ENCFF607YAQ	/files/ENCFF607YAQ/@@download/ENCFF607YAQ.bigWig
J004	K562	K562	ChIP-seq_GMEB1_signal_p-value	ENCFF398IIR	/files/ENCFF398IIR/@@download/ENCFF398IIR.bigWig
J004	K562	K562	ChIP-seq_L3MBTL2_signal_p-value	ENCFF654MFK	/files/ENCFF654MFK/@@download/ENCFF654MFK.bigWig
J004	K562	K562	CRISPR_RNA-seq_Non-specific_target_control_plus_strand_signal_of_all_reads	ENCFF103XDC	/files/ENCFF103XDC/@@download/ENCFF103XDC.bigWig
J004	K562	K562	ChIP-seq_C11orf30_signal_p-value	ENCFF141UIY	/files/ENCFF141UIY/@@download/ENCFF141UIY.bigWig
J004	K562	K562	ChIP-seq_CREBBP_signal_p-value	ENCFF789VXL	/files/ENCFF789VXL/@@download/ENCFF789VXL.bigWig
J004	K562	K562	ChIP-seq_CBX3_signal_p-value	ENCFF217KSM	/files/ENCFF217KSM/@@download/ENCFF217KSM.bigWig
J004	K562	K562	ChIP-seq_SOX6_signal_p-value	ENCFF891HZK	/files/ENCFF891HZK/@@download/ENCFF891HZK.bigWig
J004	K562	K562	ChIP-seq_COPS2_signal_p-value	ENCFF427XWJ	/files/ENCFF427XWJ/@@download/ENCFF427XWJ.bigWig
J004	K562	K562	ChIP-seq_XRCC3_signal_p-value	ENCFF413BEJ	/files/ENCFF413BEJ/@@download/ENCFF413BEJ.bigWig
J004	K562	K562	ChIP-seq_MITF_signal_p-value	ENCFF165RDJ	/files/ENCFF165RDJ/@@download/ENCFF165RDJ.bigWig
J004	K562	K562	ChIP-seq_FIP1L1_signal_p-value	ENCFF358WGP	/files/ENCFF358WGP/@@download/ENCFF358WGP.bigWig
J004	K562	K562	ChIP-seq_MTA2_signal_p-value	ENCFF361TVB	/files/ENCFF361TVB/@@download/ENCFF361TVB.bigWig
J004	K562	K562	ChIP-seq_PRPF4_signal_p-value	ENCFF313SOS	/files/ENCFF313SOS/@@download/ENCFF313SOS.bigWig
J004	K562	K562	ChIP-seq_CBX8_signal_p-value	ENCFF767YSR	/files/ENCFF767YSR/@@download/ENCFF767YSR.bigWig
J004	K562	K562	ChIP-seq_ATF7_signal_p-value	ENCFF074QZE	/files/ENCFF074QZE/@@download/ENCFF074QZE.bigWig
J004	K562	K562	ChIP-seq_ESRRA_signal_p-value	ENCFF708ZYK	/files/ENCFF708ZYK/@@download/ENCFF708ZYK.bigWig
J004	K562	K562	ChIP-seq_ARID3A_signal_p-value	ENCFF243FEK	/files/ENCFF243FEK/@@download/ENCFF243FEK.bigWig
J004	K562	K562	ChIP-seq_ZNF830_signal_p-value	ENCFF179DZT	/files/ENCFF179DZT/@@download/ENCFF179DZT.bigWig
J004	K562	K562	ChIP-seq_MTA1_signal_p-value	ENCFF433GGH	/files/ENCFF433GGH/@@download/ENCFF433GGH.bigWig
J004	K562	K562	ChIP-seq_RBM25_signal_p-value	ENCFF818ZFX	/files/ENCFF818ZFX/@@download/ENCFF818ZFX.bigWig
J004	K562	K562	ChIP-seq_AFF1_signal_p-value	ENCFF323TYY	/files/ENCFF323TYY/@@download/ENCFF323TYY.bigWig
J004	K562	K562	ChIP-seq_ZNF263_signal_p-value	ENCFF550BLP	/files/ENCFF550BLP/@@download/ENCFF550BLP.bigWig
J004	K562	K562	ChIP-seq_TRIM24_signal_p-value	ENCFF767BCZ	/files/ENCFF767BCZ/@@download/ENCFF767BCZ.bigWig
J004	K562	K562	ChIP-seq_THRA_signal_p-value	ENCFF708IDH	/files/ENCFF708IDH/@@download/ENCFF708IDH.bigWig
J004	K562	K562	ChIP-seq_SETDB1_signal_p-value	ENCFF129KLA	/files/ENCFF129KLA/@@download/ENCFF129KLA.bigWig
J004	K562	K562	ChIP-seq_BCOR_signal_p-value	ENCFF809QYH	/files/ENCFF809QYH/@@download/ENCFF809QYH.bigWig
J004	K562	K562	ChIP-seq_MEIS2_signal_p-value	ENCFF700LMU	/files/ENCFF700LMU/@@download/ENCFF700LMU.bigWig
J004	K562	K562	ChIP-seq_U2AF1_signal_p-value	ENCFF780OBN	/files/ENCFF780OBN/@@download/ENCFF780OBN.bigWig
J004	K562	K562	ChIP-seq_NFE2_signal_p-value	ENCFF819ZDX	/files/ENCFF819ZDX/@@download/ENCFF819ZDX.bigWig
J004	K562	K562	ChIP-seq_TCF7L2_signal_p-value	ENCFF560CZE	/files/ENCFF560CZE/@@download/ENCFF560CZE.bigWig
J004	K562	K562	ChIP-seq_XRCC5_signal_p-value	ENCFF252GWY	/files/ENCFF252GWY/@@download/ENCFF252GWY.bigWig
J004	K562	K562	ChIP-seq_ZBTB2_signal_p-value	ENCFF987FJS	/files/ENCFF987FJS/@@download/ENCFF987FJS.bigWig
J004	K562	K562	ChIP-seq_FOSL1_signal_p-value	ENCFF922VNF	/files/ENCFF922VNF/@@download/ENCFF922VNF.bigWig
J004	K562	K562	ChIP-seq_ARID1B_signal_p-value	ENCFF242GZG	/files/ENCFF242GZG/@@download/ENCFF242GZG.bigWig
J004	K562	K562	ChIP-seq_TAL1_signal_p-value	ENCFF407MZH	/files/ENCFF407MZH/@@download/ENCFF407MZH.bigWig
J004	K562	K562	ChIP-seq_IKZF1_signal_p-value	ENCFF457EGB	/files/ENCFF457EGB/@@download/ENCFF457EGB.bigWig
J004	K562	K562	ChIP-seq_U2AF2_signal_p-value	ENCFF777URT	/files/ENCFF777URT/@@download/ENCFF777URT.bigWig
J004	K562	K562	ChIP-seq_WHSC1_signal_p-value	ENCFF336FFT	/files/ENCFF336FFT/@@download/ENCFF336FFT.bigWig
J004	K562	K562	ChIP-seq_PKNOX1_signal_p-value	ENCFF825XZN	/files/ENCFF825XZN/@@download/ENCFF825XZN.bigWig
J004	K562	K562	ChIP-seq_GATA1_signal_p-value	ENCFF458IZL	/files/ENCFF458IZL/@@download/ENCFF458IZL.bigWig
J004	K562	K562	ChIP-seq_RNF2_signal_p-value	ENCFF221QSU	/files/ENCFF221QSU/@@download/ENCFF221QSU.bigWig
J004	K562	K562	ChIP-seq_DEAF1_signal_p-value	ENCFF526TGH	/files/ENCFF526TGH/@@download/ENCFF526TGH.bigWig
J004	K562	K562	ChIP-seq_BRD4_signal_p-value	ENCFF777BWF	/files/ENCFF777BWF/@@download/ENCFF777BWF.bigWig
J004	K562	K562	ChIP-seq_KLF16_signal_p-value	ENCFF237STA	/files/ENCFF237STA/@@download/ENCFF237STA.bigWig
J004	K562	K562	ChIP-seq_ZNF592_signal_p-value	ENCFF915IWX	/files/ENCFF915IWX/@@download/ENCFF915IWX.bigWig
J004	K562	K562	ChIP-seq_YBX1_signal_p-value	ENCFF387BIY	/files/ENCFF387BIY/@@download/ENCFF387BIY.bigWig
J004	K562	K562	ChIP-seq_NR2C2_signal_p-value	ENCFF188DNO	/files/ENCFF188DNO/@@download/ENCFF188DNO.bigWig
J004	K562	K562	ChIP-seq_CTCFL_signal_p-value	ENCFF390UEN	/files/ENCFF390UEN/@@download/ENCFF390UEN.bigWig
J004	K562	K562	ChIP-seq_MCM2_signal_p-value	ENCFF429VEY	/files/ENCFF429VEY/@@download/ENCFF429VEY.bigWig
J004	K562	K562	ChIP-seq_CHAMP1_signal_p-value	ENCFF150OVG	/files/ENCFF150OVG/@@download/ENCFF150OVG.bigWig
J004	K562	K562	ChIP-seq_CREM_signal_p-value	ENCFF626OOO	/files/ENCFF626OOO/@@download/ENCFF626OOO.bigWig
J004	K562	K562	ChIP-seq_E2F7_signal_p-value	ENCFF060HDY	/files/ENCFF060HDY/@@download/ENCFF060HDY.bigWig
J004	K562	K562	ChIP-seq_HDAC6_signal_p-value	ENCFF153PLB	/files/ENCFF153PLB/@@download/ENCFF153PLB.bigWig
J004	K562	K562	ChIP-seq_HDAC3_signal_p-value	ENCFF458TVS	/files/ENCFF458TVS/@@download/ENCFF458TVS.bigWig
J004	K562	K562	ChIP-seq_YBX3_signal_p-value	ENCFF775ZKB	/files/ENCFF775ZKB/@@download/ENCFF775ZKB.bigWig
J004	K562	K562	ChIP-seq_NR2F1_signal_p-value	ENCFF651CVV	/files/ENCFF651CVV/@@download/ENCFF651CVV.bigWig
J004	K562	K562	CRISPR_RNA-seq_Non-specific_target_control_minus_strand_signal_of_all_reads	ENCFF849ISX	/files/ENCFF849ISX/@@download/ENCFF849ISX.bigWig
J004	K562	K562	ChIP-seq_ZMYM3_signal_p-value	ENCFF078IDT	/files/ENCFF078IDT/@@download/ENCFF078IDT.bigWig
J004	K562	K562	ChIP-seq_KDM5B_signal_p-value	ENCFF884ZRY	/files/ENCFF884ZRY/@@download/ENCFF884ZRY.bigWig
J004	K562	K562	ChIP-seq_ETV6_signal_p-value	ENCFF870EFW	/files/ENCFF870EFW/@@download/ENCFF870EFW.bigWig
J004	K562	K562	ChIP-seq_PCBP1_signal_p-value	ENCFF039SFF	/files/ENCFF039SFF/@@download/ENCFF039SFF.bigWig
J004	K562	K562	ChIP-seq_SKIL_signal_p-value	ENCFF722OGK	/files/ENCFF722OGK/@@download/ENCFF722OGK.bigWig
J004	K562	K562	ChIP-seq_ZKSCAN1_signal_p-value	ENCFF683FPP	/files/ENCFF683FPP/@@download/ENCFF683FPP.bigWig
J004	K562	K562	ChIP-seq_SAFB_signal_p-value	ENCFF088FWS	/files/ENCFF088FWS/@@download/ENCFF088FWS.bigWig
J004	K562	K562	ChIP-seq_BRD9_signal_p-value	ENCFF106PKZ	/files/ENCFF106PKZ/@@download/ENCFF106PKZ.bigWig
J004	K562	K562	ChIP-seq_ZEB2_signal_p-value	ENCFF044EPC	/files/ENCFF044EPC/@@download/ENCFF044EPC.bigWig
J004	K562	K562	ChIP-seq_PRDM10_signal_p-value	ENCFF067HVB	/files/ENCFF067HVB/@@download/ENCFF067HVB.bigWig
J004	K562	K562	ChIP-seq_HDAC1_signal_p-value	ENCFF783LXR	/files/ENCFF783LXR/@@download/ENCFF783LXR.bigWig
J004	K562	K562	ChIP-seq_JUNB_signal_p-value	ENCFF248DQQ	/files/ENCFF248DQQ/@@download/ENCFF248DQQ.bigWig
J004	K562	K562	ChIP-seq_ZBTB7A_signal_p-value	ENCFF921NME	/files/ENCFF921NME/@@download/ENCFF921NME.bigWig
J004	K562	K562	ChIP-seq_SRSF1_signal_p-value	ENCFF853XFC	/files/ENCFF853XFC/@@download/ENCFF853XFC.bigWig
J004	K562	K562	ChIP-seq_BCLAF1_signal_p-value	ENCFF247KYH	/files/ENCFF247KYH/@@download/ENCFF247KYH.bigWig
J004	K562	K562	ChIP-seq_NONO_signal_p-value	ENCFF673PEO	/files/ENCFF673PEO/@@download/ENCFF673PEO.bigWig
J004	K562	K562	ChIP-seq_RB1_signal_p-value	ENCFF940IER	/files/ENCFF940IER/@@download/ENCFF940IER.bigWig
J004	K562	K562	ChIP-seq_RBM14_signal_p-value	ENCFF110MJO	/files/ENCFF110MJO/@@download/ENCFF110MJO.bigWig
J004	K562	K562	ChIP-seq_NFRKB_signal_p-value	ENCFF863LOZ	/files/ENCFF863LOZ/@@download/ENCFF863LOZ.bigWig
J004	K562	K562	ChIP-seq_ELF4_signal_p-value	ENCFF969RRF	/files/ENCFF969RRF/@@download/ENCFF969RRF.bigWig
J004	K562	K562	ChIP-seq_NEUROD1_signal_p-value	ENCFF810HXM	/files/ENCFF810HXM/@@download/ENCFF810HXM.bigWig
J004	K562	K562	ChIP-seq_ZBTB40_signal_p-value	ENCFF386OLG	/files/ENCFF386OLG/@@download/ENCFF386OLG.bigWig
J004	K562	K562	ChIP-seq_GATA2_signal_p-value	ENCFF019HZN	/files/ENCFF019HZN/@@download/ENCFF019HZN.bigWig
J004	K562	K562	ChIP-seq_CCAR2_signal_p-value	ENCFF810ZWL	/files/ENCFF810ZWL/@@download/ENCFF810ZWL.bigWig
J004	K562	K562	ChIP-seq_TRIM28_signal_p-value	ENCFF231WEF	/files/ENCFF231WEF/@@download/ENCFF231WEF.bigWig
J004	K562	K562	ChIP-seq_PHF8_signal_p-value	ENCFF913SYY	/files/ENCFF913SYY/@@download/ENCFF913SYY.bigWig
J004	K562	K562	ChIP-seq_HNRNPH1_signal_p-value	ENCFF953NCJ	/files/ENCFF953NCJ/@@download/ENCFF953NCJ.bigWig
