Biosample Index	Biosample	Biosample summary	Assay	Accession	Download URL
J102	mesenchymal stem cell of adipose	mesenchymal stem cell of adipose	CAGE_minus_strand_signal_of_all_reads	ENCFF530WGY	/files/ENCFF530WGY/@@download/ENCFF530WGY.bigWig
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF206BZW	/files/ENCFF206BZW/@@download/ENCFF206BZW.bigWig
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF101HKZ	/files/ENCFF101HKZ/@@download/ENCFF101HKZ.bigWig
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF595KGQ	/files/ENCFF595KGQ/@@download/ENCFF595KGQ.bigWig
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF440OLR	/files/ENCFF440OLR/@@download/ENCFF440OLR.bigWig
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF783FKT	/files/ENCFF783FKT/@@download/ENCFF783FKT.bigWig
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF315GFJ	/files/ENCFF315GFJ/@@download/ENCFF315GFJ.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF191LVQ	/files/ENCFF191LVQ/@@download/ENCFF191LVQ.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF633DKF	/files/ENCFF633DKF/@@download/ENCFF633DKF.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF242GNV	/files/ENCFF242GNV/@@download/ENCFF242GNV.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF888KXC	/files/ENCFF888KXC/@@download/ENCFF888KXC.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF661HUM	/files/ENCFF661HUM/@@download/ENCFF661HUM.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF178FRO	/files/ENCFF178FRO/@@download/ENCFF178FRO.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF858XUM	/files/ENCFF858XUM/@@download/ENCFF858XUM.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF083LIA	/files/ENCFF083LIA/@@download/ENCFF083LIA.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF569BZU	/files/ENCFF569BZU/@@download/ENCFF569BZU.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF092VQV	/files/ENCFF092VQV/@@download/ENCFF092VQV.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF362ITV	/files/ENCFF362ITV/@@download/ENCFF362ITV.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ATAC-seq_signal_p-value	ENCFF110ZCZ	/files/ENCFF110ZCZ/@@download/ENCFF110ZCZ.bigWig
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	ChIP-seq_CTCF_signal_p-value	ENCFF123HFG	/files/ENCFF123HFG/@@download/ENCFF123HFG.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF123BLP	/files/ENCFF123BLP/@@download/ENCFF123BLP.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF114RSO	/files/ENCFF114RSO/@@download/ENCFF114RSO.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF854HSN	/files/ENCFF854HSN/@@download/ENCFF854HSN.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF736JHG	/files/ENCFF736JHG/@@download/ENCFF736JHG.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF381FGK	/files/ENCFF381FGK/@@download/ENCFF381FGK.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF905XIE	/files/ENCFF905XIE/@@download/ENCFF905XIE.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF592SNF	/files/ENCFF592SNF/@@download/ENCFF592SNF.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF925TRT	/files/ENCFF925TRT/@@download/ENCFF925TRT.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF697AEX	/files/ENCFF697AEX/@@download/ENCFF697AEX.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF871FLR	/files/ENCFF871FLR/@@download/ENCFF871FLR.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF843RXA	/files/ENCFF843RXA/@@download/ENCFF843RXA.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_POLR2AphosphoS5_signal_p-value	ENCFF277NOP	/files/ENCFF277NOP/@@download/ENCFF277NOP.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_EP300_signal_p-value	ENCFF118EUF	/files/ENCFF118EUF/@@download/ENCFF118EUF.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF869MYY	/files/ENCFF869MYY/@@download/ENCFF869MYY.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF185HHY	/files/ENCFF185HHY/@@download/ENCFF185HHY.bigWig
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	ChIP-seq_CTCF_signal_p-value	ENCFF094JEP	/files/ENCFF094JEP/@@download/ENCFF094JEP.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	CAGE_minus_strand_signal_of_all_reads	ENCFF303MCN	/files/ENCFF303MCN/@@download/ENCFF303MCN.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	polyA_depleted_RNA-seq_minus_strand_signal_of_all_reads	ENCFF608IMC	/files/ENCFF608IMC/@@download/ENCFF608IMC.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF250VBD	/files/ENCFF250VBD/@@download/ENCFF250VBD.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	CAGE_plus_strand_signal_of_all_reads	ENCFF886EYJ	/files/ENCFF886EYJ/@@download/ENCFF886EYJ.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF895BJF	/files/ENCFF895BJF/@@download/ENCFF895BJF.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF671EZF	/files/ENCFF671EZF/@@download/ENCFF671EZF.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	polyA_depleted_RNA-seq_plus_strand_signal_of_all_reads	ENCFF845NGK	/files/ENCFF845NGK/@@download/ENCFF845NGK.bigWig
J108	keratinocyte	keratinocyte nuclear fraction female	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF585YOJ	/files/ENCFF585YOJ/@@download/ENCFF585YOJ.bigWig
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF414WBY	/files/ENCFF414WBY/@@download/ENCFF414WBY.bigWig
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF301RWW	/files/ENCFF301RWW/@@download/ENCFF301RWW.bigWig
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF795HHD	/files/ENCFF795HHD/@@download/ENCFF795HHD.bigWig
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF346NWX	/files/ENCFF346NWX/@@download/ENCFF346NWX.bigWig
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF127SMI	/files/ENCFF127SMI/@@download/ENCFF127SMI.bigWig
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF961JCX	/files/ENCFF961JCX/@@download/ENCFF961JCX.bigWig
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K27ac_signal_p-value	ENCFF106CEF	/files/ENCFF106CEF/@@download/ENCFF106CEF.bigWig
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K4me3_signal_p-value	ENCFF870SBT	/files/ENCFF870SBT/@@download/ENCFF870SBT.bigWig
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K9me3_signal_p-value	ENCFF901BSJ	/files/ENCFF901BSJ/@@download/ENCFF901BSJ.bigWig
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K4me1_signal_p-value	ENCFF593PUQ	/files/ENCFF593PUQ/@@download/ENCFF593PUQ.bigWig
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K36me3_signal_p-value	ENCFF205JZC	/files/ENCFF205JZC/@@download/ENCFF205JZC.bigWig
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K27me3_signal_p-value	ENCFF898HBA	/files/ENCFF898HBA/@@download/ENCFF898HBA.bigWig
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF570HCD	/files/ENCFF570HCD/@@download/ENCFF570HCD.bigWig
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF852ZPA	/files/ENCFF852ZPA/@@download/ENCFF852ZPA.bigWig
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF516LYV	/files/ENCFF516LYV/@@download/ENCFF516LYV.bigWig
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF267KNR	/files/ENCFF267KNR/@@download/ENCFF267KNR.bigWig
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF311IVB	/files/ENCFF311IVB/@@download/ENCFF311IVB.bigWig
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	DNase-seq_read-depth_normalized_signal	ENCFF139ZYV	/files/ENCFF139ZYV/@@download/ENCFF139ZYV.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K9me3_signal_p-value	ENCFF180MWO	/files/ENCFF180MWO/@@download/ENCFF180MWO.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K4me2_signal_p-value	ENCFF809MNW	/files/ENCFF809MNW/@@download/ENCFF809MNW.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H4K20me1_signal_p-value	ENCFF717BQR	/files/ENCFF717BQR/@@download/ENCFF717BQR.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K27ac_signal_p-value	ENCFF939WKO	/files/ENCFF939WKO/@@download/ENCFF939WKO.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_EZH2_signal_p-value	ENCFF699EML	/files/ENCFF699EML/@@download/ENCFF699EML.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K4me1_signal_p-value	ENCFF236QZA	/files/ENCFF236QZA/@@download/ENCFF236QZA.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H2AFZ_signal_p-value	ENCFF549WSX	/files/ENCFF549WSX/@@download/ENCFF549WSX.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K36me3_signal_p-value	ENCFF610PSL	/files/ENCFF610PSL/@@download/ENCFF610PSL.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K4me3_signal_p-value	ENCFF943VGJ	/files/ENCFF943VGJ/@@download/ENCFF943VGJ.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3F3A_signal_p-value	ENCFF876BVD	/files/ENCFF876BVD/@@download/ENCFF876BVD.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_CTCF_signal_p-value	ENCFF677UYW	/files/ENCFF677UYW/@@download/ENCFF677UYW.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K27me3_signal_p-value	ENCFF134CFC	/files/ENCFF134CFC/@@download/ENCFF134CFC.bigWig
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K9ac_signal_p-value	ENCFF212TDX	/files/ENCFF212TDX/@@download/ENCFF212TDX.bigWig
J115	neural cell	neural cell	ChIP-seq_EZH2_signal_p-value	ENCFF957VPR	/files/ENCFF957VPR/@@download/ENCFF957VPR.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K9me3_signal_p-value	ENCFF267YVU	/files/ENCFF267YVU/@@download/ENCFF267YVU.bigWig
J115	neural cell	neural cell	polyA_depleted_RNA-seq_plus_strand_signal_of_all_reads	ENCFF377RTA	/files/ENCFF377RTA/@@download/ENCFF377RTA.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K27me3_signal_p-value	ENCFF201IKT	/files/ENCFF201IKT/@@download/ENCFF201IKT.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K4me2_signal_p-value	ENCFF764THT	/files/ENCFF764THT/@@download/ENCFF764THT.bigWig
J115	neural cell	neural cell	ChIP-seq_H4K20me1_signal_p-value	ENCFF186JHN	/files/ENCFF186JHN/@@download/ENCFF186JHN.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K9me2_signal_p-value	ENCFF968MJJ	/files/ENCFF968MJJ/@@download/ENCFF968MJJ.bigWig
J115	neural cell	neural cell	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF816BIB	/files/ENCFF816BIB/@@download/ENCFF816BIB.bigWig
J115	neural cell	neural cell	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF316RRH	/files/ENCFF316RRH/@@download/ENCFF316RRH.bigWig
J115	neural cell	neural cell	ChIP-seq_POLR2AphosphoS5_signal_p-value	ENCFF966TRM	/files/ENCFF966TRM/@@download/ENCFF966TRM.bigWig
J115	neural cell	neural cell	ChIP-seq_H3F3A_signal_p-value	ENCFF808GDU	/files/ENCFF808GDU/@@download/ENCFF808GDU.bigWig
J115	neural cell	neural cell	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF198VUN	/files/ENCFF198VUN/@@download/ENCFF198VUN.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K27ac_signal_p-value	ENCFF988ERO	/files/ENCFF988ERO/@@download/ENCFF988ERO.bigWig
J115	neural cell	neural cell	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF155AGO	/files/ENCFF155AGO/@@download/ENCFF155AGO.bigWig
J115	neural cell	neural cell	polyA_depleted_RNA-seq_minus_strand_signal_of_all_reads	ENCFF553DSO	/files/ENCFF553DSO/@@download/ENCFF553DSO.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K36me3_signal_p-value	ENCFF094ZWF	/files/ENCFF094ZWF/@@download/ENCFF094ZWF.bigWig
J115	neural cell	neural cell	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF458YGQ	/files/ENCFF458YGQ/@@download/ENCFF458YGQ.bigWig
J115	neural cell	neural cell	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF758HHC	/files/ENCFF758HHC/@@download/ENCFF758HHC.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K4me3_signal_p-value	ENCFF489PYG	/files/ENCFF489PYG/@@download/ENCFF489PYG.bigWig
J115	neural cell	neural cell	ChIP-seq_H2AFZ_signal_p-value	ENCFF880IJG	/files/ENCFF880IJG/@@download/ENCFF880IJG.bigWig
J115	neural cell	neural cell	ChIP-seq_H3K9ac_signal_p-value	ENCFF151WZD	/files/ENCFF151WZD/@@download/ENCFF151WZD.bigWig
J116	amnion	amnion male embryo (16 weeks)	ChIP-seq_H3K36me3_signal_p-value	ENCFF826GCE	/files/ENCFF826GCE/@@download/ENCFF826GCE.bigWig
J116	amnion	amnion male embryo (16 weeks)	ChIP-seq_H3K27me3_signal_p-value	ENCFF556VMP	/files/ENCFF556VMP/@@download/ENCFF556VMP.bigWig
J116	amnion	amnion male embryo (16 weeks)	microRNA-seq_minus_strand_signal_of_all_reads	ENCFF269HTK	/files/ENCFF269HTK/@@download/ENCFF269HTK.bigWig
J116	amnion	amnion male embryo (16 weeks)	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF081HWD	/files/ENCFF081HWD/@@download/ENCFF081HWD.bigWig
J116	amnion	amnion male embryo (16 weeks)	microRNA-seq_plus_strand_signal_of_all_reads	ENCFF292YCT	/files/ENCFF292YCT/@@download/ENCFF292YCT.bigWig
J116	amnion	amnion male embryo (16 weeks)	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF255ORO	/files/ENCFF255ORO/@@download/ENCFF255ORO.bigWig
J116	amnion	amnion male embryo (16 weeks)	ChIP-seq_H3K4me1_signal_p-value	ENCFF817FGC	/files/ENCFF817FGC/@@download/ENCFF817FGC.bigWig
J116	amnion	amnion male embryo (16 weeks)	ChIP-seq_H3K4me3_signal_p-value	ENCFF170XED	/files/ENCFF170XED/@@download/ENCFF170XED.bigWig
J116	amnion	amnion male embryo (16 weeks)	ChIP-seq_H3K27ac_signal_p-value	ENCFF417SUP	/files/ENCFF417SUP/@@download/ENCFF417SUP.bigWig
J116	amnion	amnion male embryo (16 weeks)	ChIP-seq_H3K9me3_signal_p-value	ENCFF740ZOL	/files/ENCFF740ZOL/@@download/ENCFF740ZOL.bigWig
J118	IMR-90	IMR-90 cytosolic fraction	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF989VFM	/files/ENCFF989VFM/@@download/ENCFF989VFM.bigWig
J118	IMR-90	IMR-90 cytosolic fraction	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF202VEB	/files/ENCFF202VEB/@@download/ENCFF202VEB.bigWig
J118	IMR-90	IMR-90 cytosolic fraction	CAGE_minus_strand_signal_of_all_reads	ENCFF591BTX	/files/ENCFF591BTX/@@download/ENCFF591BTX.bigWig
J118	IMR-90	IMR-90 cytosolic fraction	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF818KDZ	/files/ENCFF818KDZ/@@download/ENCFF818KDZ.bigWig
J118	IMR-90	IMR-90 cytosolic fraction	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF281NWF	/files/ENCFF281NWF/@@download/ENCFF281NWF.bigWig
J118	IMR-90	IMR-90 cytosolic fraction	CAGE_plus_strand_signal_of_all_reads	ENCFF733PTY	/files/ENCFF733PTY/@@download/ENCFF733PTY.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF732PDF	/files/ENCFF732PDF/@@download/ENCFF732PDF.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF811SYB	/files/ENCFF811SYB/@@download/ENCFF811SYB.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF336JIY	/files/ENCFF336JIY/@@download/ENCFF336JIY.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF962SOI	/files/ENCFF962SOI/@@download/ENCFF962SOI.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF067VFV	/files/ENCFF067VFV/@@download/ENCFF067VFV.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF043JJO	/files/ENCFF043JJO/@@download/ENCFF043JJO.bigWig
J120	heart right ventricle	heart right ventricle male adult (34 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF724DHO	/files/ENCFF724DHO/@@download/ENCFF724DHO.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K9ac_signal_p-value	ENCFF524AJR	/files/ENCFF524AJR/@@download/ENCFF524AJR.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K4me2_signal_p-value	ENCFF208KQZ	/files/ENCFF208KQZ/@@download/ENCFF208KQZ.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K79me2_signal_p-value	ENCFF597VDV	/files/ENCFF597VDV/@@download/ENCFF597VDV.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_CTCF_signal_p-value	ENCFF436WYT	/files/ENCFF436WYT/@@download/ENCFF436WYT.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K9me3_signal_p-value	ENCFF606UWF	/files/ENCFF606UWF/@@download/ENCFF606UWF.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K4me3_signal_p-value	ENCFF459MJE	/files/ENCFF459MJE/@@download/ENCFF459MJE.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_EZH2phosphoT487_signal_p-value	ENCFF201LBO	/files/ENCFF201LBO/@@download/ENCFF201LBO.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H2AFZ_signal_p-value	ENCFF244NYT	/files/ENCFF244NYT/@@download/ENCFF244NYT.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K27me3_signal_p-value	ENCFF802BAX	/files/ENCFF802BAX/@@download/ENCFF802BAX.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K27ac_signal_p-value	ENCFF189MNV	/files/ENCFF189MNV/@@download/ENCFF189MNV.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H4K20me1_signal_p-value	ENCFF593WFV	/files/ENCFF593WFV/@@download/ENCFF593WFV.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K36me3_signal_p-value	ENCFF370FYS	/files/ENCFF370FYS/@@download/ENCFF370FYS.bigWig
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K4me1_signal_p-value	ENCFF418CLT	/files/ENCFF418CLT/@@download/ENCFF418CLT.bigWig
J123	muscle layer of duodenum	muscle layer of duodenum male adult (73 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF125NQE	/files/ENCFF125NQE/@@download/ENCFF125NQE.bigWig
J123	muscle layer of duodenum	muscle layer of duodenum male adult (73 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF778PLR	/files/ENCFF778PLR/@@download/ENCFF778PLR.bigWig
J123	muscle layer of duodenum	muscle layer of duodenum male adult (73 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF236OMA	/files/ENCFF236OMA/@@download/ENCFF236OMA.bigWig
J123	muscle layer of duodenum	muscle layer of duodenum male adult (73 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF211MGC	/files/ENCFF211MGC/@@download/ENCFF211MGC.bigWig
J123	muscle layer of duodenum	muscle layer of duodenum male adult (73 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF385SBW	/files/ENCFF385SBW/@@download/ENCFF385SBW.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF792ZSQ	/files/ENCFF792ZSQ/@@download/ENCFF792ZSQ.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_H3K9me2_signal_p-value	ENCFF976ZAF	/files/ENCFF976ZAF/@@download/ENCFF976ZAF.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_H3K4me2_signal_p-value	ENCFF990ZSB	/files/ENCFF990ZSB/@@download/ENCFF990ZSB.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_H3F3A_signal_p-value	ENCFF671YSS	/files/ENCFF671YSS/@@download/ENCFF671YSS.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_H3K4me3_signal_p-value	ENCFF232MMF	/files/ENCFF232MMF/@@download/ENCFF232MMF.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF281JNU	/files/ENCFF281JNU/@@download/ENCFF281JNU.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF869OYU	/files/ENCFF869OYU/@@download/ENCFF869OYU.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_REST_signal_p-value	ENCFF559PZT	/files/ENCFF559PZT/@@download/ENCFF559PZT.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_POLR2AphosphoS5_signal_p-value	ENCFF988GOB	/files/ENCFF988GOB/@@download/ENCFF988GOB.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_H3K27ac_signal_p-value	ENCFF990QXP	/files/ENCFF990QXP/@@download/ENCFF990QXP.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_H3K36me3_signal_p-value	ENCFF571OYF	/files/ENCFF571OYF/@@download/ENCFF571OYF.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	DNase-seq_read-depth_normalized_signal	ENCFF799LEZ	/files/ENCFF799LEZ/@@download/ENCFF799LEZ.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	ChIP-seq_EZH2phosphoT487_signal_p-value	ENCFF263TAU	/files/ENCFF263TAU/@@download/ENCFF263TAU.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF177UBD	/files/ENCFF177UBD/@@download/ENCFF177UBD.bigWig
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF343SMZ	/files/ENCFF343SMZ/@@download/ENCFF343SMZ.bigWig
